,text,major_principle,is_major_principle_here,ethical_us,correct
25,Smart harborfollows a protocol on traditional cars and a smart vehicles when developing the flow of events from harbor entering to entering to the ship.,justice and equity,True,"Title: Equitable Protocol Implementation for Traditional and Smart Vehicles

Description: As a harbor operator, I want to develop a fair and equitable protocol for both traditional cars and smart vehicles from harbor entry to ship boarding, so that all vehicle types receive unbiased and equal treatment.

Work: Establish a standardized set of flow-of-events protocols ensuring all vehicle types comply with fair and equitable entry and boarding procedures, conduct bias assessments, and implement necessary adjustments to eliminate disparities between traditional and smart vehicles.",True
26,Boarding pass on cars are shared with instructions for different vehicles.,transparency,True,"Title: Ensuring Clear Communication of Vehicle Boarding Pass Instructions

Description: As a traveler, I want to receive clearly explained boarding pass instructions for different vehicles so that I can easily understand the boarding process.

Work: Develop a system to present boarding pass instructions for various vehicles in a clear, understandable manner. This includes implementing features for consistent terminology, visual aids, and feedback mechanisms to ensure users comprehend the information provided.",True
27,The system can provide a standby system in place should the traffic lights fail or a human traffic warden that will help direct traffic for ship loading and unloading.,responsibility,True,"Title: Backup Traffic Management System for Port Operations

Description: As an operations manager, I want to ensure a backup system for traffic control is in place, so that the flow of loading and unloading ships continues smoothly without disruption in case of traffic light failures.

Work: Implement a reliable standby traffic management system, like a human traffic warden or automated alternative, and establish protocols to activate this system immediately upon traffic light failure to maintain traffic flow integrity and operational responsibility.",True
28,Digital scanners that synchronize passenger information with regulations such as alcohol limits that can be brought in and to ensure that drunk or underage passengers are not driving.,non-maleficence,True,"Title: Enforcing Safety with Passenger Information Regulation Compliance

Description: As a transportation regulator, I want to synchronize digital scanners with regulations concerning alcohol limits and age restrictions, so that drunk or underage passengers are prevented from driving and public safety is ensured.

Work: Implement digital scanner technology to align with local regulations, integrate systems that automatically detect and alert for potential hazards related to underage or intoxicated individuals, and conduct regular audits to ensure continuous compliance with safety standards.",True
29,The system can provide a standby system in place should the traffic lights fail or a human traffic warden that will help direct traffic for ship loading and unloading.,non-maleficence,True,"Title: Backup Traffic Management for Ship Operations

Description: As a maritime operations manager, I want to implement a standby traffic management system, including backup traffic lights or a human traffic warden, so that disruptions due to system failures are minimized and safety is maintained during ship loading and unloading.

Work: Develop and deploy a reliable backup system with either automated standby traffic lights or arrange for a trained human traffic warden to direct traffic, ensuring continuous and safe operations in case of primary system failures.",True
30,"Regular digital or even manual information system checks with prompts informing on current updates such as parking information, duration of parking, etc.",transparency,True,"Title: Transparent Parking Information Updates

Description: As a parking user, I want to receive prompt and clear updates on current parking information, such as parking availability and duration, so that I can make informed decisions and manage my parking needs effectively.

Work: Implement a system that regularly checks for new parking data and sends timely notifications to users about any updates or changes, ensuring that the information is clear, accurate, and easy to understand.",True
31,Digital verification devices such as number plate scanners for vehicles to ensure that vehicle is authentic and in line with regulations and biometic scanner for human passengers.,trust,True,"Title: Ensuring Trustworthy and Secure Digital Verification for Vehicles and Passengers

Description: As a regulatory compliance officer, I want to verify vehicle authenticity and passenger identity using digital verification devices such as number plate scanners and biometric scanners so that trust is built, ensuring safe and compliant use of transportation systems.

Work: Implement secure number plate scanning and biometric verification systems that protect data privacy, ensure accuracy, and comply with relevant regulations. Develop protocols for securely storing and processing collected data, and establish regular audits to validate system integrity and effectiveness.",True
32,APIs and Interoperable systems that can provide accurate data records from different teriminals and can synchronize efficiently with the ports System,transparency,True,"Title: Transparent and Interoperable Port System Data Synchronization

Description: As a Port Operations Manager, I want to ensure that APIs and interoperable systems provide accurate and transparent data records from different terminals so that I can make informed decisions and synchronize efficiently with the port's system.

Work: Develop and implement interoperable APIs that provide clear documentation and logs, ensuring data accuracy and visibility across all terminal transactions, and facilitate efficient synchronization with the port system for real-time, transparent operational insights.",True
33,System provides clear and transparent information without any ambiguity at remote terminals and at digital terminals and with people who check in passengers at the port.,transparency,True,"Title: Ensure Transparent Communication at All Terminal Checkpoints  
Description: As a passenger, I want to receive clear and transparent information at remote terminals, digital terminals, and from staff during check-in so that I can make informed decisions and travel with confidence.  
Work: Design and implement a communication system that consistently provides unambiguous information across all points of check-in, including remote and digital terminals, and train staff to effectively communicate relevant details to passengers.",True
34,AI integrated into the system that can help identify data patterns for users with special needs and provide necessary information.,justice and equity,True,"Title: Inclusive Data Pattern Recognition for Special Needs Users

Description: As a system developer, I want to ensure that the AI integrated into our system identifies data patterns for users with special needs equitably so that these users receive the necessary information without discrimination or bias.

Work: Ensure the AI system is rigorously tested for fairness, incorporate diverse datasets representing users with special needs, and include regular audits to identify and correct any biases in pattern recognition and information delivery.",True
35,A clear and well defined HCI system where voice can be used to communicate data consent in line with relevant regulations.,privacy,True,"Title: Voice-Activated Data Consent for Privacy Compliance

Description: As a user who values privacy, I want to use voice commands to communicate my data consent in line with relevant regulations so that I can have confidence that my personal information is handled securely and my rights are respected.

Work: Develop a voice-activated feature that allows users to give or withdraw data consent, ensuring compliance with privacy regulations and secure processing and storage of voice input. Implement feedback mechanisms to assure users of the privacy and security of their data consent operations.",True
36,A centralized data management system with clearly outlined details on access rights and clear logs on users.,transparency,True,"Title: Enhanced Data Access Transparency

Description: As a data stakeholder, I want to have a centralized data management system with clearly outlined details on access rights and transparent user activity logs so that I can understand and monitor who accesses data and how it is used.

Work: Implement a centralized data management platform that includes detailed documentation of user access rights and maintains comprehensive logs of user interactions with data, ensuring this information is easily accessible and understandable to stakeholders.",True
37,Booking information does not exclude anyone from the needed identification information and the booking application has the identification information as a mandatory field.,justice and equity,True,"Title: Inclusive Booking Information for All Users

Description: As an equitable access advocate, I want to ensure that booking information includes the necessary identification fields for everyone, so that no one is unfairly excluded from making bookings.

Work: Ensure the booking application includes identification information as a mandatory field for all users, verifying that the system allows for the inclusion of various forms of acceptable identification to accommodate diverse user needs and backgrounds, without imposing barriers that could exclude anyone.",True
38,"Ensure the quality of the data by testing. Testing at least with race, gender, age should be done and variance between gropes should not be significant. Realtime testing in real context needs to be done before launch.",justice and equity,True,"Title: Ensuring Fair and Equitable Data Quality through Testing

Description: As a socially conscious developer, I want to ensure the AI system performs equitably across different demographics so that no group is subjected to discrimination or unfair outcomes.

Work: Conduct comprehensive data testing across race, gender, and age to identify any significant variances between groups; implement real-time testing in actual contexts before launch to ensure fairness and equity in AI outcomes.",True
39,"I while shopping in the termina I lost track of time and I need to locate my self in the terminal. Mobile app or feature in terminal enduser app for navigation. System has Opt-in policy. Treminal has tracking points, sensors or QR code to provide tracing of the users movements and provide indor navigation to desired points.",freedom and autonomy,True,"Title: Location Assistance with User Freedom and Autonomy  

Description: As a traveler, I want to opt-in for indoor navigation within the terminal so that I can freely locate my desired destinations without losing track of time.  

Work: Develop an opt-in feature for the mobile app or terminal end-user app that utilizes tracking points, sensors, or QR codes to provide indoor navigation, ensuring that user autonomy and freedom of choice are prioritized by allowing them to voluntarily engage with the navigation service.",True
40,When auditing is in process system need to provide detailed documentation in every level of system architecture. Also 3rd party components needs to be documented or at least links to those systems documentation needs to Available.,transparency,True,"Title: Comprehensive System Documentation for Audit Transparency

Description: As an auditor, I want to access detailed documentation at every level of the system architecture, including third-party components, so that I can ensure the system's transparency and compliance during an audit.

Work: Ensure that the system provides thorough documentation for both in-house and third-party components, including detailed descriptions of each part of the system architecture. Additionally, ensure that links to external documentation for third-party systems are readily accessible.",True
41,"System needs to provide process documentation and specs for new service joining the system. List of acceptable actions should be given. E.g. are there restrictions of data usage, bandwidth, number of API queries",transparency,True,"Title: Comprehensive Service Integration Documentation

Description: As a new service provider, I want to access complete and clear documentation, including acceptable actions and restrictions, so that I can integrate my service into the system transparently and efficiently.

Work: Create detailed and understandable process documentation and specifications for any new service joining the system. This documentation should include a comprehensive list of acceptable actions, such as restrictions on data usage, bandwidth limitations, and the number of allowable API queries. Ensure that this information is clearly communicated and easily accessible to all potential service providers.",True
42,System needs to provide user friendly and short description of the traceability features of the service and also provide instructions to take acting to access traceability. System needs also be able to end user notifications on traceability if user wishes,transparency,True,"Title: Enhanced Traceability Communication for Improved Transparency

Description: As a conscientious end-user, I want to easily access clear descriptions and instructions on the traceability features of the service so that I can understand how my data is being managed and tracked.

Work: Develop user-friendly and concise descriptions of the traceability features for the service. Implement a straightforward process to access detailed instructions on utilizing these features. Additionally, create an optional notification system for users who wish to receive updates on traceability, ensuring users can easily opt-in or opt-out at any time.",True
43,Smart terminal system need to have API for BI tool so that the service provider can track the service usage.,transparency,True,"Title: Transparent API for Usage Tracking 

Description: As a service provider, I want to have access to a clear and understandable API for BI tools, so that I can transparently track and analyze the service usage.

Work: Develop and implement an API with well-documented endpoints and data flows, ensuring that the tracking and reporting of service usage are fully transparent and easily understandable by service providers. Provide comprehensive documentation and training resources to facilitate comprehension and effective use of the API.",True
44,System should create explicit action log of its actions. The logs should be accessible for Designated personnel and understandable or reliably interpretable for government or other officials who require the logs for a legitimate reason.,transparency,True,"Title: Transparent Action Logging for Auditability

Description: As a compliance officer, I want to have access to an explicit action log of the system's actions so that I can ensure accountability and compliance with regulatory requirements.

Work: Implement a logging system that records all system actions in a detailed and explicit manner, ensuring that logs are accessible to designated personnel. The logs must be structured to be understandable or reliably interpretable for government or other officials who may require them for legitimate reasons.",True
45,Systems identifies users with special need and  has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,beneficence,True,"Title: Enhanced Support for Users with Special Needs at Terminals

Description: As a special needs user, I want the system to identify my requirements and inform the terminal service provider, so that I receive the necessary assistance and my aid equipment is tracked within the terminal.

Work: Develop and implement a system that accurately identifies users with special needs, notifies terminal service providers about the required assistance, and ensures real-time tracking of any special aid equipment within the terminal to enhance user support and accessibility.",True
46,AI system needs to have a function to generate an explanation for its actions if requested by a system administrator with rights to access the System.,transparency,True,"Title: Explanation Generation Functionality for System Administrators

Description: As a system administrator, I want to request and receive an explanation for the AI system's actions so that I can ensure transparency and understand the decision-making process.

Work: Develop a function within the AI system that allows system administrators with appropriate access rights to request detailed explanations of the system's actions. Implement logging and user access controls to ensure that only authorized personnel can access this feature.",True
47,Function level documentation needs to be in Place.,transparency,True,"Title: Comprehensive Function Documentation for Transparency  

Description: As a developer, I want to have access to function-level documentation so that I can understand and communicate the function workings clearly to stakeholders.  

Work: Ensure detailed documentation for each function is created, including explanations on the data inputs, processes, and outputs, and maintain these documents for ongoing accuracy and accessibility.",True
48,"System needs to be tested with given number of versatile use cases and not only obvious use cases with acceptable results. Also, those cases that would be possible but not testes should be clary stated.",trust,True,"Title: Thorough and Transparent System Testing for Building Trust

Description: As a software user, I want the system to be thoroughly tested with various use cases, not just the obvious ones, so that I can trust the system's reliability and transparency.

Work: Develop and execute a comprehensive testing plan that includes a wide range of versatile use cases, not limited to typical scenarios. Clearly document and communicate any potential scenarios that were possible but not tested, ensuring openness and trust in the system's development and testing processes.",True
49,"When planning my budget for freighting my  goods, i would like clear information on the different pricing options (aggregated prices) maybe in an app, sites or displayboards at the terminal to help me plan my budget effectively.",transparency,True,"Title: Transparent Freight Pricing Information

Description: As a freight customer, I want to access clear information on different pricing options, such as aggregated prices, via an app, websites, or display boards at the terminal so that I can plan my budget effectively.

Work: Design and implement a system that provides transparent and easily understandable pricing information, ensuring it is accessible through multiple platforms like apps, websites, and physical displays at terminals.",True
50,clear and well defined pricing criteria such as pricing analysis for customers on the system.,transparency,True,"Title: Transparent Pricing Criteria for Customers

Description: As a customer, I want to clearly understand the pricing criteria and analysis on the system so that I can make informed purchasing decisions.

Work: Develop a user-friendly interface that displays detailed pricing breakdowns, implement clear explanations of pricing factors, and provide a pricing FAQ section to ensure customers fully understand how prices are determined.",True
51,"When making inquiries as a customer, are there  pointers to say you are communicating with a virtual assistant and is there provision for a human assistant where possible?",transparency,True,"Title: Transparent Communication with Virtual Assistants

Description: As a customer, I want to be clearly informed when I am communicating with a virtual assistant, and have the option to switch to a human assistant where possible so that I can make informed decisions about my interactions.

Work: Implement indicators in the user interface to transparently notify customers when they are engaging with a virtual assistant. Provide a seamless transition option to a human assistant whenever available, ensuring clear communication pathways and user awareness throughout the interaction.",True
52,When asked system documentation need to have description on what kind of data and from where was used to teach the system. Data set with out clear description should not be used.,transparency,True,"Title: Transparent Data Usage Documentation

Description: As a system auditor, I want to have clear and detailed descriptions of the data and its sources used to train the AI system so that I can ensure adherence to transparency and accountability standards.

Work: Ensure all AI system documentation includes comprehensive descriptions of the datasets, including the type of data and its sources, and establish a protocol for rejecting data sets lacking clear descriptions.",True
53,In service critical or human relating features only explainable AI/ML solutions are used. When requested the system can provide reasoning behind given result.,transparency,True,"Title: Explainable AI for Critical and Human-Relating Features

Description: As a responsible AI developer, I want to implement only explainable AI/ML solutions for service-critical or human-related features so that stakeholders can understand and trust the system's outputs by accessing reasoning behind results when requested.

Work: Develop and integrate explainable AI/ML models for critical or human-related features, implement a system to provide clear and accessible reasoning for the decisions and outputs when requested by users or stakeholders, and ensure robust documentation and communication pathways for stakeholders to understand the explainability features.",True
54,"When prompted by passengers, the system should be able to provide information requested, eg customer asking for summary on a trip should be able to get one from the system.",transparency,True,"Title: Passenger Information Transparency

Description: As a passenger, I want to request and receive a summary of my trip so that I can understand and verify the details of my journey.

Work: Implement a user-friendly interface that allows passengers to request trip summaries and ensure the system provides clear, detailed, and accurate information in response to their inquiries.",True
55,"Before implementation, there should be a way to verify that the system is following the best practices and aligned with required legal Standards.",responsibility,True,"Title: System Compliance Verification

Description: As a Compliance Officer, I want to verify that the system follows best practices and aligns with required legal standards so that we ensure accountability and integrity in our operations.

Work: Implement a verification process that assesses system compliance with best practices and legal standards before deployment, including comprehensive checklists and audits.",True
56,A detailed document explaining the extent of the system's data use should be prepared and available to customers upon request.,transparency,True,"Title: Data Usage Transparency Document  
Description: As a customer, I want to request and receive a detailed document explaining the extent of the system's data use so that I understand how my data is being utilized.  
Work: Develop and maintain a comprehensive document outlining the system's data usage practices, ensure it is easily accessible and readable for customers upon request, and establish a procedure for its distribution.",True
57,The user is offered an easy to read statement of data privacy policies excercised with the terminal services for the services she is using (off the app) . She can opt in and out of data collection not necessary for my need of services.,transparency,True,"Title: Transparent Data Privacy Policies and Consent Management

Description: As a terminal service user, I want to have access to a clear and easy-to-read statement of data privacy policies and be able to opt in and out of data collection that is not necessary for my use of services, so that I can make informed decisions about my personal data usage and maintain my privacy preferences.

Work: Develop an interface element within the terminal services that displays the data privacy policies in a user-friendly manner. Implement functionality that allows users to easily opt in and out of non-essential data collection, ensuring these choices are respected and reflected in the system's data handling practices.",True
58,System provides Data collection description and  Data restrictions. Relevant contact information. Way to notify errors,transparency,True,"Title: Transparent Data Handling and Communication

Description: As a user, I want to understand how data is collected, what the restrictions are, and who to contact for concerns, so that I can trust and effectively interact with the system.

Work: Implement clear and detailed documentation outlining the data collection process, data usage restrictions, relevant contact information for inquiries, and a straightforward way to report and notify errors.",True
59,"Clear security communication to passengers who intend to use the terminal services, about what data is collected and how it is used.",transparency,True,"Title: Clear Communication of Data Use to Passengers

Description: As a terminal service passenger, I want to be informed clearly about what data is collected and how it is used so that I can make informed decisions about my privacy and trust the terminal services.

Work: Develop a user-friendly communication strategy that details data collection practices and usage. Implement clear signage, digital notifications, and support staff to explain the data policy to passengers. Ensure all communication is accessible and easily understandable by diverse passenger groups.",True
60,Video recordings and such unanonymized identifying data are only available to few certified people,privacy,True,"Title: Controlled Access to Unanonymized Data for Privacy Protection

Description: As a data privacy officer, I want to ensure that video recordings and unanonymized identifying data are only accessible to a select group of certified individuals so that the privacy of individuals is protected and unauthorized access is prevented.

Work: Implement strict access controls and authentication processes to limit access to sensitive data, provide training and certification for personnel, and continuously monitor access logs to ensure compliance with privacy regulations.",True
61,"A register of personal data processing activities and their justification (basis for processing) is created, all involved parties are identified and this register is maintained and made available for needing parties.",responsibility,True,"Title: Comprehensive Data Processing Accountability

Description: As a data manager, I want to create and maintain a register of personal data processing activities and their justifications, identifying all involved parties, so that responsibility and accountability are upheld in data management processes.

Work: 
- Develop a standardized template for documenting personal data processing activities and their justification.
- Ensure the identification and documentation of all involved parties in each data processing activity.
- Implement a system for regularly updating and maintaining the register.
- Create a secure access mechanism to make the register available to authorized parties who need it.
- Conduct regular audits to ensure the accuracy and completeness of the register.
- Provide training to data management staff on the importance of responsibility in handling personal data.",True
